cbsa_code,cbsa,ccity,x_ccity,y_ccity,ttract,tcc,tel70,tel80,tel90,tel00,tel12,tgent80,tgent90,tgent00,tgent12,tgent22,mamhi70,mamhi80,mamhi90,mamhi00,mamhi12,mamhi22,mamhv70,mamhv80,mamhv90,mamhv00,mamhv12,mamhv22,apctcol70,apctcol80,apctcol90,apctcol00,apctcol12,apctcol20,pop70,pop80,pop90,pop00,pop10,pop20,popchg80,popchg90,popchg00,popchg10,popchg20,nhwht70,nhwht80,nhwht90,nhwht00,nhwht10,nhwht20,cw80,cw90,cw00,cw10,cw20,nhblk70,nhblk80,nhblk90,nhblk00,nhblk10,nhblk20,cb80,cb90,cb00,cb10,cb20,asian70,asian80,asian90,asian00,asian10,asian20,ca80,ca90,ca00,ca10,ca20,hisp70,hisp80,hisp90,hisp00,hisp10,hisp20,ch80,ch90,ch00,ch10,ch20
24700,"Greensburg, IN","Greensburg, IN",-85.4833,39.3373,6,2,0,0,0,2,1,0,0,0,0,0,,,60854.160325000004,62410.20173,48037.5,58789.5,,,100787.9968,136740.00015,129087.0,148370.0,,,0.1175643365,0.108982024,0.09550998,0.1786,,,23645,24555,25740,26472,,,910,1185,732,,,23371,24092,24796,24769,,,721,704,-27,,,39,20,128,250,,,-26,108,122,,,124,208,230,214,,,77,22,-16,,,92,132,426,614,,,40,294,188
33620,"Moberly, MO","Moberly, MO",-92.436,39.4189,6,3,0,0,1,2,1,0,0,0,0,1,,,44941.45986,50552.52,42969.78,43334.0,,,80584.99977,82388.0,118566.0,129062.0,,,0.15989728566666667,0.16534766733333334,0.181556676,0.2029,0,0,24370,24663,25414,24716,,,293,751,-698,0,0,22199,22164,22865,21271,,,-35,701,-1594,0,0,1826,1813,1736,1788,,,-13,-77,52,0,0,79,125,170,200,,,46,45,30,0,0,179,282,413,572,0,,103,131,159
48940,"Wilmington, OH","Wilmington, OH",-83.828,39.4459,9,3,0,0,0,1,1,0,0,0,0,1,,,58692.95869,61792.719,53178.3,54741.0,,,125241.1081,161508.0,132300.0,142700.0,,,0.17832226166666668,0.17643696066666667,0.15532550266666667,0.2026,0,0,35415,40543,42040,42010,,,5128,1497,-30,0,0,34372,38749,39496,38240,,,4376,747,-1256,0,0,713,1045,1341,1436,,,332,296,95,0,0,138,212,322,366,,,74,110,44,0,0,122,266,559,765,0,,144,293,206
21980,"Fallon, NV","Fallon, NV",-118.7786,39.474,7,2,0,0,0,2,0,0,0,0,0,0,,,59301.402545000004,56796.82936,62570.34,58343.5,,,167481.0843,153277.1782,175077.0,183920.0,,,0.13310703750000002,0.1289730155,0.16721430799999998,0.15805000000000002,,,17939,23982,24877,25516,,,6044,895,639,,,15430,19155,19030,17870,,,3726,-125,-1160,,,202,448,542,757,,,248,94,215,,,450,891,971,1117,,,440,80,146,,,1007,2075,3009,3586,,,1068,934,577
14720,"Breckenridge, CO","Breckenridge, CO",-106.0384,39.4817,5,0,0,0,1,0,0,0,0,0,0,0,,,78860.68342,102766.0328,86676.66,235852.0,,,238317.5869,436556.4952,562716.0,1758125.0,,,0.339929378,0.393769943,0.52031163,0.5006,,,12881,23548,27994,31055,,,10667,4446,3061,,,12358,20411,23158,23782,,,8052,2747,624,,,32,171,269,389,,,139,98,120,,,95,303,414,727,,,208,111,313,,,323,2306,3989,5335,,,1984,1683,1346
16660,"Charleston-Mattoon, IL","Charleston, IL",-88.1762,39.4961,15,9,0,0,2,2,2,0,0,0,0,0,,,52903.73117,56840.84,48341.789999999994,47658.5,,,100334.00071,125388.00020000001,113652.0,99301.5,,,0.2264930604,0.2409405373,0.2503828736,0.26985,,,62313,64449,64921,57316,,,2136,472,-7605,,,60499,61384,60145,50302,,,885,-1239,-9843,,,914,1380,2450,2718,,,463,1070,268,,,357,564,707,903,,,207,143,196,,,443,805,1230,1880,,,362,425,650
47920,"Washington Court House, OH","Washington Court House, OH",-83.4394,39.5365,7,4,0,0,1,1,1,0,0,0,1,1,,,48650.63985,61079.78,45928.259999999995,53074.0,,,100787.997575,144222.0,142191.0,144500.0,,,0.08734755975,0.12034586124999999,0.14398914325,0.15287499999999998,,,27466,28433,29030,28951,,,967,597,-79,,,26544,27022,27227,26260,,,478,205,-967,,,655,714,884,1014,,,59,170,130,,,98,175,203,271,,,77,28,68,,,89,352,520,681,,,263,168,161
45380,"Taylorville, IL","Taylorville, IL",-89.2945,39.5489,10,3,0,0,1,1,1,0,0,0,1,0,,,54940.81027,60237.84,50760.36,41072.0,,,88303.00043,108188.0,97524.0,82509.0,,,0.10576234166666666,0.11873096533333333,0.13213430733333334,0.18306666666666668,0,0,34418,35372,34800,34035,,,954,-572,-765,0,0,34095,33921,33331,31229,,,-174,-590,-2102,0,0,81,801,619,577,,,715,-182,-42,0,0,87,164,220,261,,,77,56,41,0,0,103,345,471,1094,0,,242,126,623
11860,"Atchison, KS","Atchison, KS",-95.1211,39.5638,4,3,0,0,1,1,1,0,0,0,0,0,,,53912.5173,58077.52012,55800.36,43644.0,,,70143.19433,84968.0,104328.0,107200.0,,,0.16819168066666668,0.19760816966666667,0.22445798966666669,0.2464,1,1,16933,16775,16924,16348,0,4516,-158,149,-576,1,1,15427,15171,15152,13925,0,4409,-256,-19,-1227,0,0,931,997,1057,1128,,,66,60,71,0,0,128,93,114,183,,,-35,21,69,0,0,370,327,383,583,0,,-43,56,200
39220,"Price, UT","Price, UT",-110.8107,39.5997,5,2,0,0,1,1,1,0,0,0,0,0,,,49677.80288,51464.075375,49197.960000000006,41800.5,,,117954.9229,146373.1985,143577.0,141307.0,,,0.1218179055,0.1038848495,0.123565285,0.14855,,,20228,20422,21403,20411,,,195,981,-992,,,17671,17671,18007,16645,,,0,336,-1362,,,54,70,154,136,,,16,84,-18,,,110,117,211,201,,,7,94,-10,,,2247,2097,2659,2676,,,-150,562,17
22280,"Fernley, NV","Fernley, NV",-119.2517,39.608,10,3,0,0,0,0,1,0,0,0,0,0,,,69682.18787,76810.04237,65385.18,139292.0,,,171158.0057,190747.9967,143892.0,402109.0,,,0.085800604333333336,0.10784134166666666,0.133044054,0.1179,0,0,20001,34501,51980,59230,,,14500,17479,7250,0,0,17706,28791,40634,42345,,,11084,11843,1711,0,0,66,286,653,1035,,,221,367,382,0,0,139,379,1198,1832,,,239,819,634,0,0,1511,3784,7674,10339,0,,2273,3890,2665
18220,"Connersville, IN","Connersville, IN",-85.1411,39.6412,7,4,0,0,1,1,1,0,0,0,0,0,,,49219.33611,58321.76,33827.22,34888.0,,,79677.00032,110424.0,80388.0,74936.0,,,0.069566209333333323,0.047602617666666666,0.064184055,0.063666666666666663,,,26015,25588,24277,23399,,,-427,-1311,-878,,,25392,24773,23392,22014,,,-619,-1381,-1378,,,434,485,423,487,,,51,-62,64,,,68,99,104,118,,,31,5,14,,,83,132,223,273,,,49,91,50
20780,"Edwards, CO","Edwards, CO",-106.5943,39.6443,14,0,0,0,0,0,0,0,0,0,0,0,,,87116.11874,116312.7616,96955.739999999991,90675.0,,,320158.55145,578860.0839,671454.0,771818.5,,,0.34938161,0.428182419,0.480841696,0.4656,,,21927,41660,52197,55732,,,19731,10537,3535,,,18762,30892,35105,36203,,,12130,4213,1098,,,42,137,326,457,,,93,189,125,,,100,454,721,1110,,,356,250,389,,,2918,9681,15689,16858,,,6765,6008,1169
25300,"Hannibal, MO","Hannibal, MO",-91.3585,39.7084,11,5,0,0,3,3,3,0,0,0,0,0,,,42260.59007,46501.92,46574.64,48065.0,,,64922.00009,80324.0,99792.0,109416.0,,,0.1416887636,0.1456452302,0.17490294180000002,0.17473999999999998,,,36158,37915,38948,38879,,,1757,1033,-69,,,34431,35629,36030,34642,,,1198,401,-1388,,,1377,1563,1875,2041,,,186,312,166,,,112,158,273,345,,,35,115,72,,,132,294,489,612,,,162,195,123
27300,"Jacksonville, IL","Jacksonville, IL",-90.229,39.7337,12,5,0,0,1,2,2,0,0,0,0,1,,,47601.43009,53655.4,44040.78,40889.0,,,99746.7952,108876.0,105084.0,69393.0,,,0.1735481308,0.2088835972,0.1946828154,0.17794,,,42040,42153,40902,37862,,,113,-1251,-3040,,,40000,39086,37183,33234,,,-915,-1903,-3949,,,1500,2113,2490,2542,,,605,374,52,,,127,227,245,386,,,98,18,141,,,301,506,755,886,,,205,249,131
23900,"Gettysburg, PA","Gettysburg, PA",-77.2311,39.8309,23,2,0,0,0,0,0,0,0,0,0,0,25063.754399999998,43563.98714,47535.928235,47095.794255,53316.270000000004,56570.0,138449.224,160098.54145,192958.7895,191285.26525,316260.0,246600.0,0.17463846500000002,0.2055107645,0.238263287,0.34925824299999997,0.38939309349999995,0.3968,56937,68291,78284,91308,101407,103850,11356,9990,13023,10099,2443,56080,66682,75745,85574,91830,89944,10601,9060,9829,6256,-1886,568,673,862,1289,1947,2393,94,184,385,658,446,64,191,363,610,995,1453,116,171,247,385,458,167,612,1217,3324,6115,7790,445,601,2107,2791,1675
35220,"New Castle, IN","New Castle, IN",-85.3655,39.9289,13,6,0,0,5,4,4,0,0,0,0,0,,,41367.15357,51625.8,37936.08,51117.5,,,56636.500954999996,104146.0,73269.0,78371.5,,,0.066785114166666659,0.092808195,0.095712662333333337,0.12303333333333333,,,48139,48508,49462,48914,,,369,954,-548,,,47291,47274,46933,45105,,,-17,-341,-1828,,,471,502,1295,1514,,,31,793,219,,,77,138,242,353,,,61,104,111,,,214,387,691,977,,,173,304,286
16540,"Chambersburg-Waynesboro, PA","Chambersburg, PA",-77.6611,39.9376,27,5,0,0,3,4,4,0,0,0,0,0,,,57164.01838,54548.08,50794.38,52333.0,,,134908.8874,146721.6062,192150.0,192750.0,,,0.1571425634,0.1717161212,0.1872788022,0.22846,3,4,121076,129300,149618,155881,1,6687,8224,20318,6263,3,4,116500,122179,135004,132522,1,6562,5677,12825,-2482,0,0,2701,3349,5677,7068,,,649,2328,1391,0,0,594,905,1664,2066,,,315,759,402,0,0,1063,2266,6438,10758,0,,1202,4172,4320
49780,"Zanesville, OH","Zanesville, OH",-82.0132,39.9403,19,8,0,0,5,5,5,0,0,0,1,1,,,44566.90999,48189.240000000005,36579.69,43471.5,,,75931.50094,95116.0,101367.0,106750.0,,,0.08673829075,0.11385303675,0.110051061,0.1170875,,,82068,84585,86074,86410,,,2517,1489,336,,,77953,79122,79600,76947,,,1169,478,-2653,,,3440,4089,4686,5329,,,649,597,643,,,147,323,458,617,,,176,135,159,,,247,436,650,1055,,,189,214,405
43740,"Somerset, PA","Somerset, PA",-79.0789,40.0087,21,2,0,0,0,0,1,0,0,0,0,0,51607.004675000004,46483.455625,43658.78105,50615.4344,47605.95,42383.0,109890.03621,143008.33205,124534.93525000001,145056.76645,137025.0,117750.0,0.102589206,0.153775531,0.1520345595,0.1857926295,0.2095428975,0.18795,76000,81199,78180,79990,77742,74123,5201,-3020,1804,-2248,-3619,75760,80755,77663,77702,74265,69037,4995,-3092,35,-3437,-5228,112,57,100,1324,1996,2140,-57,34,1202,672,144,56,89,137,229,362,365,29,48,73,118,-10,46,234,232,532,840,1037,188,-3,301,308,197
14500,"Boulder, CO","Boulder, CO",-105.2705,40.015,68,0,2,0,4,6,3,1,0,0,0,1,50698.779335,63629.678969999994,71295.024775,84393.51999999999,73557.540000000008,89642.0,180455.97149999999,308418.25035,307617.41275,442384.0,616203.0,905467.5,0.36586893375,0.50082531190476187,0.58795651563636364,0.67684003509090906,0.71744016295454549,0.75374545454545461,123458,175731,210117,269679,294567,330782,52272,34386,59563,24888,36215,120570,160613,187639,225052,233741,245224,40045,27024,37411,8689,11483,653,1611,1763,2883,3450,5413,816,149,1112,567,1963,940,2025,5059,9864,15172,21868,1038,3032,4805,5308,6696,860,9727,14454,28778,39276,48170,8867,4724,14326,10498,8894
15740,"Cambridge, OH","Cambridge, OH",-81.5885,40.0312,10,4,0,0,1,2,3,0,0,0,0,1,,,44092.480035,47255.28,38189.97,44948.5,,,86260.0009,103028.0,105525.0,105650.0,,,0.11916884375,0.12414653925,0.1488994105,0.133775,,,39024,40792,40087,38438,,,1768,-705,-1649,,,38062,39108,38276,35717,,,1046,-832,-2559,,,613,840,995,941,,,227,155,-54,,,132,175,174,246,,,43,-1,72,,,130,254,349,444,,,124,95,95
18820,"Crawfordsville, IN","Crawfordsville, IN",-86.8742,40.0414,9,3,0,0,1,2,2,0,0,0,0,0,,,53939.74034,60428.76,46281.06,44298.0,,,99653.06249,131752.0,103446.0,119731.0,,,0.13612448866666665,0.146008039,0.14589158,0.17106666666666667,,,34436,37629,38124,37936,,,3193,495,-188,,,33873,36223,35374,33748,,,2350,-849,-1626,,,200,348,469,597,,,144,121,128,,,129,227,295,400,,,98,68,105,,,159,611,1739,2281,,,452,1128,542
30660,"Lincoln, IL","Lincoln, IL",-89.3645,40.1456,8,4,0,0,1,2,3,0,0,0,0,0,,,61151.53018,61758.320000000007,55853.28,54870.5,,,116791.50140000001,127624.0,118692.0,109067.0,,,0.14835718625,0.15467637274999999,0.216490589,0.21805000000000002,,,30798,31183,30305,27987,,,385,-878,-2318,,,28984,28247,26586,24452,,,-737,-1661,-2134,,,1281,2100,2410,1796,,,815,310,-614,,,136,205,255,281,,,69,50,26,,,348,503,893,818,,,155,390,-75
39780,"Red Bluff, CA","Red Bluff, CA",-122.2358,40.1785,11,0,0,0,0,1,1,0,0,0,0,0,,,44719.075345000005,50178.42,44379.09,74137.5,,,140626.9579,149382.0,213759.0,388750.0,,,0.104107147,0.088914737500000007,0.0876369975,0.1491,,0,49627,56042,63463,65829,,,6415,7421,2366,,0,43050,43974,45603,41340,,,924,1629,-4263,,0,246,430,606,840,,,184,176,234,,0,325,658,965,1597,,,333,307,632,,0,5124,8871,13906,17938,,,3747,5035,4032
28860,"Kirksville, MO","Kirksville, MO",-92.5833,40.1942,9,5,0,0,0,1,1,0,0,0,0,0,,,29119.347995,37975.020000000004,35595.0,41758.0,,,88025.38486,122206.0,119259.0,132050.0,,,0.255626288,0.32068447625,0.30534118475,0.3288,,,28812,29147,30038,29346,,,335,891,-692,,,28125,27824,28104,25454,,,-301,280,-2650,,,213,353,551,1561,,,130,198,1010,,,222,436,597,917,,,214,161,320,,,200,342,552,708,,,142,210,156
22820,"Fort Morgan, CO","Fort Morgan, CO",-103.799,40.2503,8,0,0,0,1,1,0,0,0,0,0,0,,,48217.06977,55690.16,54936.0,64830.0,,,121217.9994,156004.0,169974.0,241213.0,,,0.14379263533333334,0.13283694266666665,0.14496912166666667,0.13803333333333331,0,0,21939,27171,28159,29111,,,5232,988,952,0,0,17667,18191,17370,16546,,,524,-821,-824,0,0,45,89,821,1049,,,40,732,228,0,0,75,121,200,248,,,46,79,48,0,0,4034,8473,9506,10566,0,,4439,1033,1060
13100,"Beatrice, NE","Beatrice, NE",-96.7467,40.265,7,4,0,0,1,1,1,0,0,0,0,0,,,54702.46009,62755.92,50400.0,54145.0,,,81858.61435,126936.0,132804.0,154300.0,,,0.121202273,0.15757081879999998,0.1924449344,0.21302,,,22794,22993,22311,21704,,,199,-682,-607,,,22459,22354,21432,20053,,,-105,-922,-1379,,,45,117,144,275,,,65,27,131,,,76,90,124,157,,,14,34,33,,,110,196,385,635,,,86,189,250
18740,"Coshocton, OH","Coshocton, OH",-81.8604,40.2728,10,5,0,0,3,3,3,0,0,0,1,0,,,53313.22,53848.04,50639.4,50040.0,,,88983.99998,118508.0,111510.0,97200.0,,,0.1012363906,0.1200903262,0.130433523,0.1419,,,35427,36655,36901,36611,,,1228,246,-290,,,34723,35557,35632,34582,,,834,75,-1050,,,414,520,630,731,,,106,110,101,,,112,157,145,171,,,45,-12,26,,,106,216,279,401,,,103,63,122
23140,"Frankfort, IN","Frankfort, IN",-86.5106,40.2795,8,4,0,0,2,2,3,0,0,0,0,0,,,50499.555,56806.44,47692.259999999995,47280.0,,,74229.000009999989,123926.0,99540.0,96664.0,,,0.1051539765,0.0782805635,0.1020306815,0.1128,,,30974,33866,33224,33190,,,2892,-642,-34,,,30378,31052,28349,25808,,,674,-2703,-2541,,,33,93,205,356,,,45,112,151,,,59,85,100,168,,,26,15,68,,,453,2478,4395,6142,,,2025,1917,1747
43380,"Sidney, OH","Sidney, OH",-84.1555,40.2842,10,4,0,0,2,3,3,0,0,0,0,0,,,65147.387935,64358.07101,51593.85,59380.5,,,125190.4993,151360.0,125811.0,138121.5,,,0.14605095999999998,0.147063516,0.11815826225,0.1552,,,44915,47910,49423,48230,,,2995,1513,-1193,,,43673,45769,46423,44067,,,2096,654,-2356,,,613,938,1459,1618,,,316,521,159,,,382,571,580,640,,,183,9,60,,,185,383,661,787,,,198,278,126
32340,"Maryville, MO","Maryville, MO",-94.8728,40.3469,5,2,0,0,0,0,0,0,0,0,0,0,,,41104.02531,50301.4,38901.240000000005,63551.5,,,111116.496795,149898.0,138537.0,262450.0,,,0.2504227915,0.3452741235,0.2838583905,0.3479,,,21709,21912,23370,21241,,,203,1458,-2129,,,21203,21067,21881,19290,,,-136,814,-2591,,,164,329,629,481,,,159,300,-148,,,164,220,442,476,,,56,222,34,,,135,155,302,427,,,20,147,125
13340,"Bellefontaine, OH","Bellefontaine, OH",-83.7597,40.3614,11,3,0,0,1,2,2,0,0,0,0,0,,,58182.36955,64460.44,50484.42,57782.0,,,105327.9992,124700.0,125622.0,109514.0,,,0.10626533866666667,0.13560212900000002,0.176463719,0.16543333333333335,,,42310,46005,45858,46150,,,3695,-147,292,,,41046,44047,43385,41749,,,3001,-662,-1636,,,798,1054,1250,1373,,,238,196,123,,,234,282,356,600,,,48,74,244,,,159,332,539,1004,,,173,207,465
34540,"Mount Vernon, OH","Mount Vernon, OH",-82.4855,40.3934,12,5,0,0,3,3,3,0,0,0,0,0,,,51107.38682,54895.19151,50517.18,61186.0,,,99426.6985,134165.2597,134442.0,149300.0,,,0.161260171,0.2011821438,0.2298740392,0.24225999999999998,,,47473,54499,60921,62723,,,7026,6422,1802,,,46621,52988,58498,58059,,,6366,5510,-439,,,374,488,776,1095,,,114,288,319,,,192,250,508,598,,,52,258,90,,,171,371,737,1196,,,200,366,459
45000,"Susanville, CA","Susanville, CA",-120.653,40.4163,9,0,0,0,0,0,0,0,0,0,0,0,,,63877.799875,57955.400845,69843.06,58310.5,,,171158.00105,168731.99795,226989.0,196937.5,,,0.12705260275,0.12388887475,0.1526489725,0.123625,,0,27597,33827,34895,32730,,,6230,1068,-2165,,0,21919,23891,23270,19534,,,1973,-621,-3736,,0,1700,3057,2954,2440,,,1358,-103,-514,,0,293,495,666,1157,,,202,171,491,,0,2882,4681,6117,7532,,,1799,1436,1415
46860,"Vernal, UT","Vernal, UT",-109.5287,40.4555,6,3,0,0,0,1,0,0,0,0,0,0,,,45192.4544,52718.00212,75622.68,68522.0,,,96604.38074,137428.0049,224280.0,265329.0,,,0.118281186,0.14895842333333334,0.17048229266666667,0.1453,,,22210,25225,32588,35620,,,3013,7363,3032,,,19178,21662,26999,28727,,,2484,5337,1728,,,10,41,169,260,,,22,128,91,,,80,122,378,486,,,42,256,108,,,691,893,2330,2834,,,203,1437,504
31380,"Macomb, IL","Macomb, IL",-90.671,40.4592,10,5,0,0,1,1,1,0,0,0,1,1,,,45322.82023,48478.2,50275.26,45933.0,,,78996.00039,95632.0,106722.0,94393.0,,,0.21020704866666667,0.27468315066666665,0.38828235433333336,0.37346666666666667,,,35244,32913,32612,27238,,,-2331,-301,-5374,,,32810,30284,28979,23062,,,-2526,-1305,-5917,,,1226,1229,1826,1833,,,-3,597,7,,,791,744,712,676,,,-51,-32,-36,,,358,488,867,962,,,130,379,95
35420,"New Philadelphia-Dover, OH","New Philadelphia, OH",-81.4451,40.4898,21,7,0,0,1,1,1,0,0,0,0,0,,,60944.95966,62325.92,51574.32,68733.0,,,118947.9993,156348.0,145026.0,180866.0,,,0.11261944114285714,0.153842446,0.18363736157142857,0.17244285714285715,,,84090,90914,92582,93263,,,6824,1668,681,,,82911,88576,88614,84979,,,5664,38,-3635,,,623,863,1138,1359,,,229,275,221,,,184,351,504,546,,,137,153,42,,,228,650,1767,3962,,,391,1117,2195
26500,"Huntingdon, PA","Huntingdon, PA",-78.0117,40.4985,12,1,0,0,0,0,0,0,0,0,0,0,,,47895.18198,53774.22254,51898.14,59364.0,,,101475.5261,121623.2841,158256.0,191300.0,,,0.172414979,0.231785185,0.242050308,0.2842,,,44162,45587,45913,44092,,,1422,326,-1821,,,41873,42306,42197,39420,,,431,-109,-2777,,,1951,2443,2569,2598,,,484,126,29,,,79,153,241,313,,,74,85,72,,,195,523,727,852,,,329,204,125
16380,"Celina, OH","Celina, OH",-84.5708,40.5489,9,2,0,0,1,1,1,0,0,0,0,0,,,67047.61923,63833.326055,53766.72,62738.0,,,141874.0897,158841.01705000002,133560.0,152884.0,,,0.109323891,0.1650952795,0.146285995,0.1525,,,39443,40924,40814,42528,,,1481,-110,1714,,,38972,40014,39453,39752,,,1042,-561,299,,,12,68,234,397,,,39,166,163,,,98,146,313,855,,,45,167,542,,,280,470,614,928,,,190,144,314
25580,"Hastings, NE","Hastings, NE",-98.3899,40.5863,9,7,0,0,2,2,2,0,0,0,0,0,,,55448.46379,61830.56,54075.42,58631.0,,,85067.31914,112144.0,106848.0,129838.0,,,0.15278074971428571,0.18779495671428573,0.19192487514285714,0.2172,,,29625,31151,31364,31205,,,1526,213,-159,,,28923,28735,27747,25779,,,-188,-988,-1968,,,182,223,340,467,,,41,117,127,,,113,561,503,574,,,448,-58,71,,,302,1428,2544,3659,,,1126,1116,1115
30380,"Lewistown, PA","Lewistown, PA",-77.5772,40.5998,12,3,0,0,2,2,2,0,0,0,0,0,,,40510.36566,36518.57796,44517.06,35962.0,,,79266.23126,96389.79117,98658.0,85100.0,,,0.10303993966666666,0.091734654666666665,0.125193888,0.0884,,,46198,46485,46682,46143,,,288,197,-539,,,45842,45643,45199,43343,,,-197,-444,-1856,,,97,289,480,662,,,164,191,182,,,96,194,283,306,,,98,89,23,,,132,263,534,979,,,131,271,445
26860,"Indiana, PA","Indiana, PA",-79.1525,40.6215,23,4,0,0,0,0,1,0,0,0,0,1,,,53113.46098,43686.28,47282.76,61476.0,,,135180.2338,140524.0,139230.0,122900.0,,,0.33134844866666668,0.36892581333333335,0.41919787833333333,0.42366666666666669,,,89993,89605,88880,83247,,,-388,-725,-5633,,,87767,86493,83864,75719,,,-1274,-2629,-8145,,,1168,1558,2733,3035,,,380,1175,302,,,566,786,924,1091,,,207,132,167,,,370,457,947,1476,,,87,469,529
44540,"Sterling, CO","Sterling, CO",-103.2077,40.625,6,0,0,0,0,1,1,0,0,0,0,1,,,50413.72209,58130.06139,52890.39,65367.0,,,89898.19238,148090.31975,163611.0,208214.5,,,0.1334283135,0.1297615105,0.15237536225,0.1802,0,0,17567,20504,22709,21528,,,2937,2205,-1181,0,0,16073,17310,17754,16337,,,1237,444,-1417,0,0,19,447,953,849,,,421,506,-104,0,0,39,124,163,221,,,64,39,58,0,0,1393,2439,3551,3511,0,,1046,1112,-40
22800,"Fort Madison-Keokuk, IA-IL-MO","Fort Madison, IA",-91.3148,40.6286,21,7,0,0,2,3,3,0,0,0,1,0,,,49120.52982,53710.44,48273.12,47551.0,,,76952.99977,88752.0,93996.0,92200.0,,,0.10663521942857143,0.13094875428571429,0.14191914357142857,0.15437142857142858,,,67592,65589,62105,57809,,,-2003,-3484,-4296,,,65375,62475,58422,52824,,,-2901,-4053,-5598,,,1119,1341,1567,1685,,,215,226,118,,,173,306,390,371,,,130,84,-19,,,816,1059,1319,1478,,,243,260,159
39060,"Pottsville, PA","Pottsville, PA",-76.1958,40.6862,40,4,0,0,2,2,1,0,0,0,0,0,,,49989.42159,52254.142725,55283.76,55405.0,,,84171.02071,94084.79462,97839.0,99210.5,,,0.112326065,0.15057237175,0.15675370075,0.176575,0,1,152586,150338,148289,143049,,2439,-2251,-2049,-5240,0,1,150487,144292,138248,126192,,2433,-6194,-6044,-12056,0,0,805,3261,4436,5079,,,2351,1160,643,0,0,490,760,973,1161,,,253,213,188,0,0,677,1672,4080,8064,0,,993,2408,3984
28260,"Kearney, NE","Kearney, NE",-99.0815,40.6995,13,7,0,0,1,2,2,0,0,0,0,0,,,48540.3822,55741.76,51719.22,59129.0,,,110777.4278,142760.0,146916.0,185400.0,,,0.2813103087142857,0.319393084,0.307864501,0.3345,,,44076,49141,52591,56772,,,5065,3450,4181,,,42499,45972,47290,48172,,,3473,1318,882,,,160,334,557,924,,,164,223,367,,,159,397,702,933,,,229,305,231,,,1137,2131,3676,5447,,,993,1545,1771
37940,"Peru, IN","Peru, IN",-86.0689,40.7537,10,4,0,0,2,4,2,0,0,0,0,0,,,46692.764989999996,53578.001075,42594.93,47241.0,,,72741.617525000009,90042.0,79002.0,81050.0,,,0.079564652,0.09122238475,0.086936895749999993,0.1089,,,36897,36082,36903,35961,,,-815,821,-942,,,34467,33560,33307,31123,,,-907,-253,-2184,,,1088,1192,1893,2233,,,103,701,340,,,220,189,222,232,,,-31,33,10,,,544,478,906,1186,,,-66,428,280
30900,"Logansport, IN","Logansport, IN",-86.3567,40.7545,11,5,0,0,4,3,3,0,0,0,0,0,,,50795.79043,58545.36,40651.38,43269.0,,,70370.00061,93912.0,75852.0,75773.0,,,0.066323117600000009,0.0879494338,0.0989674804,0.10536000000000001,,,38413,40930,38966,37870,,,2517,-1964,-1096,,,37608,36921,32624,28744,,,-687,-4297,-3880,,,324,590,703,872,,,246,113,169,,,103,280,466,729,,,177,186,263,,,230,2905,4897,6675,,,2675,1992,1778
30420,"Lexington, NE","Lexington, NE",-99.7418,40.7806,8,2,0,0,0,0,1,0,0,0,0,0,,,52162.329795,67121.28,53216.1,65186.0,,,99879.999585,107758.0,105525.0,133850.0,,,0.1344455345,0.1183065345,0.092599726,0.10235,,,21868,26508,26370,26004,,,4640,-138,-366,,,21082,19847,17418,15275,,,-1235,-2429,-2143,,,11,75,761,1290,,,57,665,529,,,39,182,210,295,,,132,28,85,,,672,6205,7795,8738,,,5533,1590,943
47340,"Wabash, IN","Wabash, IN",-85.8203,40.7975,8,3,0,0,2,1,2,0,0,0,0,1,,,55860.15991,61354.12,43854.3,51298.0,,,87167.99986,112660.0,101808.0,103400.0,,,0.10025190633333333,0.10997325666666666,0.099800933666666661,0.13833333333333334,,,35069,34960,32888,30976,,,-109,-2072,-1912,,,34260,33803,31369,28634,,,-457,-2434,-2735,,,130,183,258,365,,,53,75,107,,,103,176,181,249,,,48,5,68,,,321,414,697,897,,,93,283,200
42780,"Selinsgrove, PA","Selinsgrove, PA",-76.8644,40.7984,8,2,0,0,0,0,1,0,0,0,0,0,,,54007.348685000004,53382.54763,42687.54,28117.5,,,129401.58124999999,145004.43024999998,166131.0,96650.0,,,0.221847206,0.2415737665,0.3249433975,0.12805,,,36671,37537,39702,39736,,,867,2165,34,,,36251,36551,38127,36992,,,300,1576,-1135,,,142,330,489,720,,,176,159,231,,,92,199,265,394,,,105,66,129,,,148,367,657,977,,,220,290,320
15460,"Burlington, IA-IL","Burlington, IA",-91.1129,40.8076,14,7,0,0,1,2,4,0,0,0,0,0,,,57117.6388,56046.2,52237.08,49828.0,,,82127.9898,100792.0,91350.0,89701.0,,,0.15147679671428571,0.17601235799999998,0.20305146114285713,0.19108571428571428,,,50710,50564,47656,45298,,,-146,-2908,-2358,,,48504,47349,43192,38813,,,-1155,-4157,-4379,,,1319,1768,2587,3383,,,449,819,796,,,231,338,439,640,,,107,101,201,,,548,812,1121,1356,,,264,309,235
